,cell_name,cell_type_cook,Gender_cook,indegree_cook,outdegree_cook,degree_cook,instrength_cook,outstrength_cook,strength_cook,BC_wei_cook,BC_wei_norm_cook,BC_bin_cook,BC_bin_norm_cook,eccentricity_cook,CC_wei_cook,CC_bin_cook,LE_wei_cook,LE_bin_cook,cell_class,cell_type_wit7,Gender_wit7,indegree_wit7,outdegree_wit7,degree_wit7,instrength_wit7,outstrength_wit7,strength_wit7,BC_wei_wit7,BC_wei_norm_wit7,BC_bin_wit7,BC_bin_norm_wit7,eccentricity_wit7,CC_wei_wit7,CC_bin_wit7,LE_wei_wit7,LE_bin_wit7,cell_class_wit8,cell_type_wit8,Gender_wit8,indegree_wit8,outdegree_wit8,degree_wit8,instrength_wit8,outstrength_wit8,strength_wit8,BC_wei_wit8,BC_wei_norm_wit8,BC_bin_wit8,BC_bin_norm_wit8,eccentricity_wit8,CC_wei_wit8,CC_bin_wit8,LE_wei_wit8,LE_bin_wit8
0,ASIL,sensory,GS,5,17,22,17,43,60,33.0,0.0004254660787499,97.3402320083875,0.001254998994461,inf,0.0101599621862002,0.234649122807018,0.0189451236245801,0.470102339181287,ASI,Sensory neuron,GS,2,10,12,3,32,35,0.0,0.0,54.3798984015184,0.00170673210726,2.7,0.0358226002131064,0.315384615384615,0.0479585009424723,0.453205128205128,ASI,Sensory neuron,GS,3,11,14,3,38,41,11.0,0.0003452388425083,70.6009256922377,0.0022158347150912,inf,0.0190727866858724,0.275280898876405,0.0299299328822872,0.478932584269663
1,ASIR,sensory,GS,4,12,16,6,27,33,0.0,0.0,110.787130950292,0.0014283686721628,inf,0.0172382665325895,0.432203389830508,0.024006580595741,0.642302259887006,ASI,Sensory neuron,GS,2,8,10,2,41,43,0.0,0.0,8.33292121199958,0.0002615316430857,2.76666666666667,0.0492273123100107,0.363636363636364,0.0658759976186574,0.516098484848485,ASI,Sensory neuron,GS,4,9,13,4,31,35,0.0,0.0,51.5971388066824,0.0016193942253054,inf,0.0224423501516968,0.361842105263158,0.032855074358844,0.581140350877193
2,ASJL,sensory,GS,7,7,14,13,53,66,337.0,0.0043449111678399,253.01640094107,0.0032621180596306,inf,0.0124024366246289,0.241573033707865,0.0194531852757624,0.44063670411985,ASJ,Sensory neuron,GS,5,5,10,6,15,21,137.0,0.0042997928566945,117.693834779859,0.0036938621172512,2.63578643578644,0.0172191694724798,0.290697674418605,0.0280857227319403,0.465697674418605,ASJ,Sensory neuron,GS,4,4,8,8,20,28,20.0,0.0006277069863787,59.8520819069219,0.0018784784981144,inf,0.022510248914477,0.388888888888889,0.0318973703415907,0.597222222222222
3,ASJR,sensory,GS,3,3,6,10,32,42,102.0,0.0013150769706815,22.3286147711922,0.000287880853655,inf,0.0265034749680898,0.533333333333333,0.033623423865629,0.638888888888889,ASJ,Sensory neuron,GS,1,4,5,1,25,26,0.0,0.0,0.0,0.0,2.59090909090909,0.0506153703223046,0.555555555555556,0.0541611397191065,0.611111111111111,ASJ,Sensory neuron,GS,1,4,5,1,19,20,2.0,6.27706986378758e-05,11.268668959357,0.0003536711116488,inf,0.0216053931551343,0.35,0.0228737270041384,0.4
4,AWAL,sensory,GS,4,8,12,18,54,72,803.0,0.0103530079162476,21.3167468796246,0.0002748349305023,inf,0.0224525031561816,0.296875,0.0332052578141263,0.471484375,AWA,Sensory neuron,GS,6,13,19,8,41,49,256.0,0.0080346494256481,137.601264357351,0.0043186637485829,2.61590909090909,0.0218979026373964,0.294642857142857,0.0392398911171646,0.513839285714286,AWA,Sensory neuron,GS,6,13,19,6,47,53,12.0,0.0003766241918272,175.159828035188,0.0054974523895294,inf,0.0131737156085246,0.27710843373494,0.0251207720006109,0.561495983935743
5,AWAR,sensory,GS,11,13,24,21,93,114,254.0,0.0032747995152265,132.334501872288,0.001706177018028,inf,0.015921839949055,0.312962962962963,0.02831714235146,0.560030864197531,AWA,Sensory neuron,GS,6,12,18,8,43,51,106.0,0.0033268470278074,95.0243073614425,0.002982371080329,2.7,0.021812973645819,0.246666666666667,0.0428046615468092,0.519888888888889,AWA,Sensory neuron,GS,7,12,19,8,43,51,1.0,3.13853493189379e-05,180.284169135396,0.0056582816249888,inf,0.0154655718069834,0.315151515151515,0.0278465788049702,0.583030303030303
6,ASGL,sensory,GS,7,4,11,17,67,84,5.0,6.4464557386349e-05,85.3363997224181,0.00110023464741,inf,0.0263938973576988,0.330188679245283,0.0302865944675796,0.40566037735849,ASG,Sensory neuron,GS,5,3,8,11,15,26,0.0,0.0,17.1740265995751,0.0005390128240403,2.78333333333333,0.0457068662124271,0.480769230769231,0.0590201630128241,0.647435897435897,ASG,Sensory neuron,GS,8,6,14,18,16,34,33.0,0.0010357165275249,181.965564707478,0.005711052812362,inf,0.0178752638201423,0.369318181818182,0.0271973649651256,0.598484848484849
7,ASGR,sensory,GS,11,4,15,26,75,101,0.0,0.0,20.5152710775412,0.0002645015739349,inf,0.0253443915623076,0.407766990291262,0.0334395063607127,0.632281553398058,ASG,Sensory neuron,GS,5,4,9,13,25,38,0.0,0.0,17.5474531591559,0.0005507329470578,2.6421568627451,0.0432297784272929,0.338235294117647,0.0440229506292009,0.323529411764706,ASG,Sensory neuron,GS,4,2,6,14,13,27,0.0,0.0,2.50540465587654,7.86330003099787e-05,inf,0.0317936098364258,0.357142857142857,0.034913063917814,0.392857142857143
8,AWBL,sensory,GS,9,16,25,28,74,102,47.0,0.0006059668394316,228.836969338498,0.0029503747884079,inf,0.0126292494615089,0.249152542372881,0.0256347245980754,0.543559322033898,AWB,Sensory neuron,GS,10,9,19,17,26,43,172.666666666667,0.0054192036490699,123.417154053902,0.0038734904919308,2.84285714285714,0.0174888765058766,0.242603550295858,0.0315329445524941,0.46474358974359,AWB,Sensory neuron,GS,11,11,22,18,34,52,106.0,0.0033268470278074,185.862422615429,0.0058333570590493,inf,0.0131116697930414,0.281938325991189,0.0232769887754914,0.543098384728341
9,AWBR,sensory,GS,8,15,23,19,40,59,0.0,0.0,128.418978670963,0.0016556945240061,inf,0.0131911666966587,0.330645161290323,0.0217892440350677,0.596942204301075,AWB,Sensory neuron,GS,5,10,15,15,28,43,72.0,0.0022597451509635,84.5654681756256,0.0026541167590115,2.76666666666667,0.0203489131564035,0.189320388349515,0.0311211279698855,0.319174757281553,AWB,Sensory neuron,GS,11,11,22,20,27,47,137.0,0.0042997928566945,424.141101391741,0.0133118166276989,inf,0.0105780250845842,0.237777777777778,0.0193445023313025,0.474740740740741
